,place_id,licence,osm_type,osm_id,boundingbox,lat,lon,display_name,class,type,importance,icon
102602,218726768.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558097181.0,"['-18.0241036', '-18.0231354', '-70.2541962', '-70.252322']",-18.0234376,-70.2532055,"Brasil, Urbanización San Pedro, Para, Silpay, Tacna, TACNA 23000, Perú",highway,residential,0.1999999999999999,
102843,218711562.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558097086.0,"['-18.0151253', '-18.0116232', '-70.2342278', '-70.231567']",-18.0135796,-70.2327445,"Víctor Andrés Belaúnde, Las Vilcas, Natividad, Tacna, 23003, Perú",highway,residential,0.0999999999999999,
103027,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
103189,218935861.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351153.0,"['-17.9846159', '-17.9833559', '-70.2441862', '-70.2422999']",-17.9839488,-70.2431649,"2 de Mayo, Asociación José Gálvez, Alto de Alianza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.4,
103285,126908152.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110953310.0,"['-18.0316491', '-18.0258202', '-70.268894', '-70.2657911']",-18.0285518,-70.2674416,"Emilio Forero, Para Grande, Para, Silpay, Tacna, 23006, Perú",highway,residential,0.3,
103327,219499015.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558350991.0,"['-17.9917797', '-17.9867413', '-70.2524695', '-70.2488297']",-17.9890551,-70.2508655,"San Martín de Porres, San Pedro y San Pablo, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.4,
103402,38139467.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3092196776.0,"['-18.2539404', '-18.2139404', '-70.5507564', '-70.5107564']",-18.2339404,-70.5307564,"La Yarada, La Yarada-Los Palos, Tacna, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
103470,126160376.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110950149.0,"['-18.0029444', '-18.0006889', '-70.2269951', '-70.2239949']",-18.0022935,-70.2250224,"Avenida Fracisco Antonio de Zela, Asociación Villa Las Palmeras, Capanique, Las Peañas, Pocollay, Tacna, 23003, Perú",highway,residential,0.1999999999999999,
106824,219472950.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558189731.0,"['-18.0067707', '-18.0058337', '-70.2493776', '-70.2486549']",-18.0062551,-70.2490628,"Calle Candarave, Cesar Vallejo, Vigil, Tacna, 23001, Perú",highway,residential,0.1999999999999999,
106912,126482985.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110952657.0,"['-18.0008257', '-17.9968118', '-70.255881', '-70.2527287']",-17.998681,-70.2544166,"Talara, Cooperativa Jorge Basadre, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.1999999999999999,
108129,218935861.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351153.0,"['-17.9846159', '-17.9833559', '-70.2441862', '-70.2422999']",-17.9839488,-70.2431649,"2 de Mayo, Asociación José Gálvez, Alto de Alianza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.4,
108162,219009248.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558189711.0,"['-17.9998794', '-17.9967228', '-70.2555487', '-70.2521172']",-17.9987235,-70.2537006,"1 de Setiembre, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,residential,0.4,
109224,335573526.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3420322689.0,"['-18.0226049', '-17.9826049', '-70.2644605', '-70.2244605']",-18.0026049,-70.2444605,"Vigil, Tacna, 23001, Perú",place,suburb,0.375,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
109553,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
109556,126160376.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110950149.0,"['-18.0029444', '-18.0006889', '-70.2269951', '-70.2239949']",-18.0022935,-70.2250224,"Avenida Fracisco Antonio de Zela, Asociación Villa Las Palmeras, Capanique, Las Peañas, Pocollay, Tacna, 23003, Perú",highway,residential,0.1999999999999999,
109598,198784598.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431569848.0,"['-18.0030828', '-18.0004286', '-70.2562241', '-70.2521208']",-18.0018764,-70.2543551,"Industrial, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,secondary,0.1999999999999999,
111002,54782347.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4833612722.0,"['-18.0002515', '-18.0001515', '-70.2386112', '-70.2385112']",-18.0002015,-70.2385612,"Bcp coronel mendoza, Avenida Coronel Mendoza, Urbanización Viacava, Vigil, Tacna, 23001, Perú",amenity,bank,0.201,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
111329,335573526.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3420322689.0,"['-18.0226049', '-17.9826049', '-70.2644605', '-70.2244605']",-18.0026049,-70.2444605,"Vigil, Tacna, 23001, Perú",place,suburb,0.375,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
111994,335573481.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3420322688.0,"['-18.0188387', '-17.9788387', '-70.254542', '-70.214542']",-17.9988387,-70.234542,"Bolognesi, Tacna, 23003, Perú",place,suburb,0.375,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
112027,210787064.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,503624534.0,"['-18.0103019', '-18.0087271', '-70.2424629', '-70.2405015']",-18.0098159,-70.2412297,"Coronel Vidal, Urbanización Gambeta, Vigil, Tacna, 23003, Perú",highway,residential,0.3,
113469,198784598.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431569848.0,"['-18.0030828', '-18.0004286', '-70.2562241', '-70.2521208']",-18.0018764,-70.2543551,"Industrial, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,secondary,0.1999999999999999,
113826,198784598.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431569848.0,"['-18.0030828', '-18.0004286', '-70.2562241', '-70.2521208']",-18.0018764,-70.2543551,"Industrial, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,secondary,0.1999999999999999,
113892,218935861.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351153.0,"['-17.9846159', '-17.9833559', '-70.2441862', '-70.2422999']",-17.9839488,-70.2431649,"2 de Mayo, Asociación José Gálvez, Alto de Alianza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.4,
114432,335573481.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3420322688.0,"['-18.0188387', '-17.9788387', '-70.254542', '-70.214542']",-17.9988387,-70.234542,"Bolognesi, Tacna, 23003, Perú",place,suburb,0.375,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
115517,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
116136,126610584.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110947385.0,"['-18.0431387', '-18.0430906', '-70.2528118', '-70.2515018']",-18.0431347,-70.252268,"Calle Rufino Albarracin, Auza Acre, Alfonso Ugarte, Coronel Gregorio Albarracín lanchipa District, Tacna, 23004, Perú",highway,residential,0.3,
116185,218694694.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558096935.0,"['-18.0137607', '-18.0120607', '-70.2389941', '-70.2372277']",-18.0131702,-70.2380312,"Miraflores, Urbanización Barrientos, Natividad, Tacna, 23003, Perú",highway,residential,0.1999999999999999,
116619,218896037.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351232.0,"['-18.0001747', '-17.9985959', '-70.2618223', '-70.2605576']",-17.9993592,-70.2611905,"San Pedro, Señor de los Milagros, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.3,
117502,126160376.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110950149.0,"['-18.0029444', '-18.0006889', '-70.2269951', '-70.2239949']",-18.0022935,-70.2250224,"Avenida Fracisco Antonio de Zela, Asociación Villa Las Palmeras, Capanique, Las Peañas, Pocollay, Tacna, 23003, Perú",highway,residential,0.1999999999999999,
117931,210787064.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,503624534.0,"['-18.0103019', '-18.0087271', '-70.2424629', '-70.2405015']",-18.0098159,-70.2412297,"Coronel Vidal, Urbanización Gambeta, Vigil, Tacna, 23003, Perú",highway,residential,0.3,
118536,54782347.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4833612722.0,"['-18.0002515', '-18.0001515', '-70.2386112', '-70.2385112']",-18.0002015,-70.2385612,"Bcp coronel mendoza, Avenida Coronel Mendoza, Urbanización Viacava, Vigil, Tacna, 23001, Perú",amenity,bank,0.201,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
118574,54782347.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4833612722.0,"['-18.0002515', '-18.0001515', '-70.2386112', '-70.2385112']",-18.0002015,-70.2385612,"Bcp coronel mendoza, Avenida Coronel Mendoza, Urbanización Viacava, Vigil, Tacna, 23001, Perú",amenity,bank,0.201,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
119268,333737619.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1038941548.0,"['-17.9991221', '-17.9983034', '-70.2375838', '-70.2369861']",-17.9983034,-70.2375838,"Federico Barreto, Miguel Grau, Bolognesi, Tacna, 23003, Perú",highway,residential,0.3,
120565,198784598.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431569848.0,"['-18.0030828', '-18.0004286', '-70.2562241', '-70.2521208']",-18.0018764,-70.2543551,"Industrial, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,secondary,0.1999999999999999,
120699,218735338.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558096938.0,"['-18.012845', '-18.0111917', '-70.2391952', '-70.2379099']",-18.011942,-70.2385864,"Pago Ayca, Urbanización Ramos, Natividad, Tacna, 23003, Perú",highway,residential,0.3,
121589,219996561.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,557567475.0,"['-18.0318268', '-18.0307149', '-70.2772889', '-70.2762448']",-18.0316971,-70.2763666,"Litoral, Augusto B Leguia, Leguía, Tacna, 23006, Perú",highway,residential,0.1999999999999999,
123160,198784598.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431569848.0,"['-18.0030828', '-18.0004286', '-70.2562241', '-70.2521208']",-18.0018764,-70.2543551,"Industrial, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,secondary,0.1999999999999999,
125005,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
125008,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
125337,218745169.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351186.0,"['-17.9978895', '-17.9958118', '-70.25909', '-70.2573464']",-17.9971112,-70.2579979,"Patricio Melendez, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.3,
125587,126160376.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110950149.0,"['-18.0029444', '-18.0006889', '-70.2269951', '-70.2239949']",-18.0022935,-70.2250224,"Avenida Fracisco Antonio de Zela, Asociación Villa Las Palmeras, Capanique, Las Peañas, Pocollay, Tacna, 23003, Perú",highway,residential,0.1999999999999999,
125605,54782347.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4833612722.0,"['-18.0002515', '-18.0001515', '-70.2386112', '-70.2385112']",-18.0002015,-70.2385612,"Bcp coronel mendoza, Avenida Coronel Mendoza, Urbanización Viacava, Vigil, Tacna, 23001, Perú",amenity,bank,0.201,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
125751,198784598.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431569848.0,"['-18.0030828', '-18.0004286', '-70.2562241', '-70.2521208']",-18.0018764,-70.2543551,"Industrial, Urbanización Señora del Carmen, Leoncio Prado, Tacna, 23001, Perú",highway,secondary,0.1999999999999999,
126007,218740361.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,557833094.0,"['-18.0250142', '-18.0225489', '-70.2626493', '-70.260893']",-18.0239693,-70.2617964,"Roberto Freyre Arias, Para Chico, Para, Silpay, Tacna, 23006, Perú",highway,residential,0.3,
126157,195173523.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,408479335.0,"['-18.0047666', '-18.0020774', '-70.2388307', '-70.2341153']",-18.003547,-70.2367376,"Alto de Lima, Urbanización Aurora, Bolognesi, Tacna, 23003, Perú",highway,residential,0.4,
126479,88887388.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,8624713990.0,"['-18.0437578', '-18.0237578', '-70.2891325', '-70.2691325']",-18.0337578,-70.2791325,"A, Augusto B Leguia, Cecoavi, Para, Tacna, 23006, Perú",place,city_block,0.425,
126788,218701604.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558189555.0,"['-18.0075467', '-18.006903', '-70.248847', '-70.2483682']",-18.006903,-70.248847,"Pasaje Bacigalupo, Cesar Vallejo, Vigil, Tacna, 23001, Perú",highway,residential,0.1999999999999999,
127301,218686349.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558189560.0,"['-17.9995882', '-17.9990398', '-70.246692', '-70.2457479']",-17.9990398,-70.2457479,"Cusco, La Victoria, Vigil, Tacna, 23001, Perú",highway,residential,0.1999999999999999,
128751,126624209.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110946916.0,"['-17.9998044', '-17.9953428', '-70.2339311', '-70.2299026']",-17.9975352,-70.2320631,"Calle Cahuide, 7 de Junio, Bolognesi, Tacna, 23003, Perú",highway,residential,0.1999999999999999,
129481,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
129983,126482985.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110952657.0,"['-18.0008257', '-17.9968118', '-70.255881', '-70.2527287']",-17.998681,-70.2544166,"Talara, Cooperativa Jorge Basadre, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.1999999999999999,
130340,219161008.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558097021.0,"['-18.0180433', '-18.0171448', '-70.238737', '-70.2379668']",-18.0174144,-70.2385123,"Manuel A. Odría, Jesús María, Tacna, 23003, Perú",highway,residential,0.3,
131494,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
131552,218808908.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351194.0,"['-17.9982106', '-17.9974156', '-70.26149', '-70.2604013']",-17.9978778,-70.2610552,"San Martín, Asociación Virgen de la Asunta, La Esperanza, Alto de la Alianza, Tacna, 23001, Perú",highway,footway,0.1749999999999999,
133830,126551494.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,111941377.0,"['-12.1595028', '-12.1594949', '-76.9743158', '-76.9738651']",-12.1594989,-76.9740908,"Pasaje Pablo Alas, Urbanización Magisterial Amauta, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú",highway,footway,0.875,
135104,127021243.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,111881956.0,"['-12.1755343', '-12.1733567', '-76.9623432', '-76.9585806']",-12.1741705,-76.9607826,"Calle Juan Velasco Alvarado, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15828, Perú",highway,residential,1.0,
142283,126551494.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,111941377.0,"['-12.1595028', '-12.1594949', '-76.9743158', '-76.9738651']",-12.1594989,-76.9740908,"Pasaje Pablo Alas, Urbanización Magisterial Amauta, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú",highway,footway,0.775,
145912,224474388.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,602232345.0,"['-12.1700701', '-12.1695849', '-76.9601842', '-76.9600912']",-12.1698182,-76.9601359,"Calle 4, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, LIMA29, Perú",highway,path,0.775,
146026,126551494.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,111941377.0,"['-12.1595028', '-12.1594949', '-76.9743158', '-76.9738651']",-12.1594989,-76.9740908,"Pasaje Pablo Alas, Urbanización Magisterial Amauta, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú",highway,footway,0.775,
